osm_id,coll_date,num_households_premises,num_shops_premises,name,population,building_type,type_waste_generator,osmid,ward,building_cluster,region,total_waste,dry_waste,wet_waste,hazardous_waste
986880185,15-Oct-21,100,44,random_101,,yes,,,Ward 61,unk2,unknown_2,610,194,214,202
986880185,15-Oct-21,88,20,random_102,,yes,,,Ward 61,Behram Baug,Behram Baug,702,189,353,160
986880185,15-Oct-21,59,39,random_103,,yes,,,Ward 61,unk11,unknown_1,319,207,80,32
986880185,15-Oct-21,23,16,random_104,,apartments,,,Ward 61,unk11,unknown_1,921,245,229,447
986880185,15-Oct-21,37,11,random_105,,yes,,,Ward 61,unk22,unknown_2,991,304,490,197
986880185,15-Oct-21,18,42,random_106,,yes,,,Ward 61,unk2,unknown_2,980,190,479,311
986880185,15-Oct-21,33,50,random_107,,yes,,,Ward 61,unk2,unknown_2,1112,214,487,411
986880185,15-Oct-21,90,42,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,744,319,2,423
986880185,15-Oct-21,25,4,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,611,176,181,254
986880185,15-Oct-21,10,40,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1175,398,450,327
986880185,15-Oct-21,31,7,random_108,,yes,,,Ward 61,unk11,unknown_1,799,310,431,58
986880185,15-Oct-21,97,10,random_109,,yes,,,Ward 61,unk11,unknown_1,795,88,293,414
986880185,15-Oct-21,19,21,random_110,,apartments,,,Ward 61,unk11,unknown_1,90,31,0,59
986880185,15-Oct-21,49,27,random_111,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,943,341,147,455
986880185,15-Oct-21,31,45,random_112,,apartments,,,Ward 61,unk11,unknown_1,565,183,235,147
986880185,15-Oct-21,21,46,random_113,,yes,,,Ward 61,Behram Baug,Behram Baug,1127,392,317,418
986880185,15-Oct-21,20,8,random_114,,yes,,,Ward 61,unk11,unknown_1,1059,382,384,293
986880185,15-Oct-21,3,32,random_115,,yes,,,Ward 61,Behram Baug,Behram Baug,182,35,50,97
986880185,15-Oct-21,2,28,Oshiwara Police Station,,yes,,,Ward 61,GREEN PARK,Heera Panna,889,33,401,455
986880185,15-Oct-21,88,17,City International School,,school,,,Ward 61,JBCN SCHOOL LANE1,Serenity,1002,217,481,304
986880185,15-Oct-21,71,38,Reliable Business Centre,,commercial,,,Ward 61,JBCN SCHOOL LANE1,Serenity,803,470,52,281
986880185,15-Oct-21,81,47,random_116,,apartments,,,Ward 61,unk2,unknown_2,772,351,352,69
986880185,16-Oct-21,20,35,"Transit Camp, Behram Baug",,commercial,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,487,46,201,240
986880185,16-Oct-21,0,21,random_5,,yes,,,Ward 61,GREEN PARK,Heera Panna,1015,462,315,238
986880185,16-Oct-21,31,20,Heera Panna,,commercial,,,Ward 61,GREEN PARK,Heera Panna,1134,373,309,452
986880185,16-Oct-21,87,27,Park Paradise,,yes,,,Ward 61,Walawalkar1,Walawalkar,892,213,474,205
986880185,16-Oct-21,79,5,Park View,,yes,,,Ward 61,Walawalkar1,Walawalkar,748,457,209,82
986880185,16-Oct-21,97,38,random_4,,residential,,,Ward 61,unk11,unknown_1,692,406,33,253
986880185,16-Oct-21,87,11,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,364,27,184,153
986880185,16-Oct-21,54,33,random_2,,apartments,,,Ward 61,JBCN SCHOOL LANE1,Serenity,294,112,32,150
986880185,16-Oct-21,94,27,random_1,,residential,,,Ward 61,unk1,unknown_4,934,303,279,352
986880185,16-Oct-21,1,40,random_3,,residential,,,Ward 61,unk11,unknown_1,488,371,26,91
986880185,16-Oct-21,19,13,random_6,,residential,,,Ward 61,JBCN SCHOOL LANE1,Serenity,922,442,128,352
986880185,16-Oct-21,73,44,random_7,,residential,,,Ward 61,unk11,unknown_1,622,286,165,171
986880185,16-Oct-21,26,5,random_8,,residential,,,Ward 61,unk11,unknown_1,1236,432,358,446
986880185,16-Oct-21,80,41,random_9,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,887,241,209,437
986880185,16-Oct-21,94,20,random_11,,residential,,,Ward 61,unk11,unknown_1,895,226,316,353
986880185,16-Oct-21,99,36,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,903,109,298,496
986880185,16-Oct-21,94,3,random_10,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,519,168,294,57
986880185,16-Oct-21,41,2,random_13,,residential,,,Ward 61,unk11,unknown_1,900,306,440,154
986880185,16-Oct-21,89,14,random_12,,residential,,,Ward 61,unk1,unknown_4,581,319,253,9
986880185,16-Oct-21,33,45,random_14,,residential,,,Ward 61,unk11,unknown_1,581,119,249,213
986880185,16-Oct-21,37,34,random_15,,residential,,,Ward 61,unk11,unknown_1,746,290,13,443
986880185,16-Oct-21,36,7,random_16,,residential,,,Ward 61,unk11,unknown_1,303,11,258,34
986880185,16-Oct-21,48,30,random_17,,residential,,,Ward 61,unk11,unknown_1,869,115,291,463
986880185,16-Oct-21,28,15,random_18,,residential,,,Ward 61,unk11,unknown_1,609,420,2,187
986880185,16-Oct-21,89,36,random_19,Off New Link Road,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,469,3,354,112
986880185,16-Oct-21,22,46,Raigad Military School,,school,,,Ward 61,unk1,unknown_4,400,58,151,191
986880185,16-Oct-21,81,21,random_20,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,742,342,76,324
986880185,16-Oct-21,95,48,random_21,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,668,32,352,284
986880185,16-Oct-21,85,7,Samruddhi CHS,Oshiwara Link Road,residential,,,Ward 61,Walawalkar1,Walawalkar,1011,251,299,461
986880185,16-Oct-21,90,17,Oshiwara Basera,,residential,,,Ward 61,Walawalkar1,Walawalkar,813,12,499,302
986880185,16-Oct-21,91,8,East Side Apartments,,apartments,,,Ward 61,Walawalkar1,Walawalkar,832,197,463,172
986880185,16-Oct-21,49,37,Anand Vihar,,residential,,,Ward 61,Walawalkar1,Walawalkar,855,84,393,378
986880185,16-Oct-21,90,16,Meera C.H.S.,"Link Road Extension, Oshiwara, Andheri West",residential,,,Ward 61,MEGA MALL 1,unknown_3,697,470,178,49
986880185,16-Oct-21,13,9,random_22,,yes,,,Ward 61,Techweb centre,Tarapore Garden,303,86,202,15
986880185,16-Oct-21,68,18,random_23,,yes,,,Ward 61,Techweb centre,Tarapore Garden,747,143,251,353
986880185,16-Oct-21,34,14,random_24,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,833,117,365,351
986880185,16-Oct-21,79,49,random_25,,yes,,,Ward 61,Walawalkar2,Walawalkar,353,92,48,213
986880185,16-Oct-21,50,50,Sanskar,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,738,61,433,244
986880185,16-Oct-21,48,47,random_26,,yes,,,Ward 61, Evershine Green,maheshwari chowk,459,114,322,23
986880185,16-Oct-21,73,39,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1199,438,367,394
986880185,16-Oct-21,66,43,random_27,,yes,,,Ward 61,MEGA MALL 1,unknown_3,416,109,77,230
986880185,16-Oct-21,13,18,random_28,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,695,243,387,65
986880185,16-Oct-21,43,4,random_29,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,623,71,387,165
986880185,16-Oct-21,28,36,random_30,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,393,34,6,353
986880185,16-Oct-21,58,5,random_31,,yes,,,Ward 61,Walawalkar2,Walawalkar,519,34,74,411
986880185,16-Oct-21,18,16,random_32,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,982,389,409,184
986880185,16-Oct-21,74,28,random_33,,yes,,,Ward 61,MEGA MALL 1,unknown_3,915,265,324,326
986880185,16-Oct-21,24,50,random_34,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,492,39,425,28
986880185,16-Oct-21,40,50,random_35,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1199,467,405,327
986880185,16-Oct-21,95,17,random_36,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,695,10,298,387
986880185,16-Oct-21,90,18,random_37,,yes,,,Ward 61,Walawalkar1,Walawalkar,1108,395,395,318
986880185,16-Oct-21,88,40,random_38,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,796,245,57,494
986880185,16-Oct-21,32,17,Sargam,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,616,197,271,148
986880185,16-Oct-21,41,29,random_39,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,470,35,255,180
986880185,16-Oct-21,92,35,Marigold Apartments,Off New Link Road,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,695,70,247,378
986880185,16-Oct-21,25,12,random_40,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,772,116,451,205
986880185,16-Oct-21,68,10,Link Way,,yes,,,Ward 61,Walawalkar2,Walawalkar,322,80,75,167
986880185,16-Oct-21,48,49,random_41,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,890,125,360,405
986880185,16-Oct-21,34,38,random_42,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,368,77,75,216
986880185,16-Oct-21,66,39,random_43,,yes,,,Ward 61,MEGA MALL 1,unknown_3,776,10,495,271
986880185,16-Oct-21,88,45,random_44,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,827,336,309,182
986880185,16-Oct-21,45,41,random_45,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,199,111,2,86
986880185,16-Oct-21,25,14,random_46,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,425,99,32,294
986880185,16-Oct-21,12,16,random_47,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,526,83,434,9
986880185,16-Oct-21,12,40,random_48,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,312,116,150,46
986880185,16-Oct-21,15,22,random_49,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,967,265,270,432
986880185,16-Oct-21,44,44,random_50,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1035,357,480,198
986880185,16-Oct-21,57,7,random_51,,yes,,,Ward 61,Walawalkar2,Walawalkar,956,298,209,449
986880185,16-Oct-21,26,35,random_52,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,644,292,202,150
986880185,16-Oct-21,20,46,random_53,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,996,435,188,373
986880185,16-Oct-21,61,9,random_54,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,856,292,201,363
986880185,16-Oct-21,60,48,Utsav,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,763,184,393,186
986880185,16-Oct-21,31,22,random_55,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,586,196,377,13
986880185,16-Oct-21,54,7,Garden View - Dr Kaushal Shah's Residence,Off New Link Rd,yes,,,Ward 61,Walawalkar1,Walawalkar,855,57,374,424
986880185,16-Oct-21,77,43,Rajrani Malhotra Vidyalaya,,school,,,Ward 61,Walawalkar2,Walawalkar,655,167,120,368
986880185,16-Oct-21,57,34,random_56,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,736,237,334,165
986880185,16-Oct-21,84,4,random_57,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,437,230,80,127
986880185,16-Oct-21,88,38,Rajnigandha,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,222,109,98,15
986880185,16-Oct-21,40,8,random_58,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,383,43,284,56
986880185,16-Oct-21,93,44,random_59,,yes,,,Ward 61,Walawalkar2,Walawalkar,608,394,142,72
986880185,16-Oct-21,93,5,random_60,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,647,26,482,139
986880185,16-Oct-21,50,35,Kaveri,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,505,168,51,286
986880185,16-Oct-21,99,17,random_61,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,800,494,113,193
986880185,16-Oct-21,42,31,random_62,,yes,,,Ward 61,Techweb centre,Tarapore Garden,980,262,342,376
986880185,16-Oct-21,46,6,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,671,98,340,233
986880185,16-Oct-21,73,39,random_63,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,771,119,433,219
986880185,16-Oct-21,73,29,random_64,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,1087,463,307,317
986880185,16-Oct-21,74,31,random_65,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,876,257,487,132
986880185,16-Oct-21,15,3,random_66,,yes,,,Ward 61,GREEN PARK,Heera Panna,803,94,248,461
986880185,16-Oct-21,8,23,random_67,,yes,,,Ward 61,GREEN PARK,Heera Panna,782,111,399,272
986880185,16-Oct-21,49,8,random_68,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,393,103,276,14
986880185,16-Oct-21,11,43,random_69,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,929,271,415,243
986880185,16-Oct-21,37,34,random_70,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,750,365,147,238
986880185,16-Oct-21,49,46,random_71,,yes,,,Ward 61,GREEN PARK,Heera Panna,764,31,337,396
986880185,16-Oct-21,98,30,random_72,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,757,437,116,204
986880185,16-Oct-21,43,10,random_73,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,335,130,146,59
986880185,16-Oct-21,92,35,random_74,,yes,,,Ward 61,GREEN PARK,Heera Panna,768,134,211,423
986880185,16-Oct-21,70,14,random_75,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,487,36,184,267
986880185,16-Oct-21,74,21,random_76,,yes,,,Ward 61,GREEN PARK,Heera Panna,259,126,14,119
986880185,16-Oct-21,41,17,random_77,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,925,378,142,405
986880185,16-Oct-21,70,9,random_78,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,814,194,176,444
986880185,16-Oct-21,55,17,random_79,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,1127,429,241,457
986880185,16-Oct-21,98,19,random_80,,yes,,,Ward 61,unk11,unknown_1,963,466,387,110
986880185,16-Oct-21,55,29,random_81,,yes,,,Ward 61,unk11,unknown_1,592,44,74,474
986880185,16-Oct-21,23,31,random_82,,apartments,,,Ward 61,unk11,unknown_1,815,482,304,29
986880185,16-Oct-21,91,34,Shantivan Bldg no. 4-7,Off New Link Road,residential,,,Ward 61,Walawalkar2,Walawalkar,811,455,194,162
986880185,16-Oct-21,27,2,random_83,,yes,,,Ward 61,unk11,unknown_1,892,24,494,374
986880185,16-Oct-21,98,23,random_84,,yes,,,Ward 61,unk22,unknown_2,433,240,158,35
986880185,16-Oct-21,70,15,random_85,,yes,,,Ward 61,unk22,unknown_2,247,51,93,103
986880185,16-Oct-21,68,30,random_86,,yes,,,Ward 61,BMC1,BMC colony,1083,463,383,237
986880185,16-Oct-21,63,14,random_87,,yes,,,Ward 61,unk2,unknown_2,1198,273,444,481
986880185,16-Oct-21,86,22,random_88,,yes,,,Ward 61,unk11,unknown_1,787,336,145,306
986880185,16-Oct-21,95,40,random_89,,yes,,,Ward 61,unk22,unknown_2,833,62,468,303
986880185,16-Oct-21,14,18,random_90,,yes,,,Ward 61,unk22,unknown_2,781,324,332,125
986880185,16-Oct-21,69,45,random_91,,yes,,,Ward 61,unk22,unknown_2,538,20,351,167
986880185,16-Oct-21,82,7,random_92,,yes,,,Ward 61,BMC1,BMC colony,425,228,190,7
986880185,16-Oct-21,77,46,random_93,,yes,,,Ward 61,unk2,unknown_2,825,332,259,234
986880185,16-Oct-21,83,27,random_94,,yes,,,Ward 61,unk22,unknown_2,1117,299,452,366
986880185,16-Oct-21,90,5,random_95,,yes,,,Ward 61,JBCN SCHOOL LANE2,Serenity,662,345,107,210
986880185,16-Oct-21,72,10,random_96,,yes,,,Ward 61,JBCN SCHOOL LANE2,Serenity,227,2,54,171
986880185,16-Oct-21,90,49,random_97,,yes,,,Ward 61,ANAND NAGAR2,ANAND NAGAR,144,34,62,48
986880185,16-Oct-21,38,28,Shantivan Bldg no. 1-3,Off New Link Road,apartments,,,Ward 61,Walawalkar2,Walawalkar,884,284,205,395
986880185,16-Oct-21,71,3,random_98,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,856,318,86,452
986880185,16-Oct-21,94,0,random_99,,yes,,,Ward 61,Walawalkar1,Walawalkar,707,247,325,135
986880185,16-Oct-21,63,0,random_100,,apartments,,,Ward 61,unk2,unknown_2,877,361,312,204
986880185,16-Oct-21,100,44,random_101,,yes,,,Ward 61,unk2,unknown_2,430,295,63,72
986880185,16-Oct-21,88,20,random_102,,yes,,,Ward 61,Behram Baug,Behram Baug,1304,416,408,480
986880185,16-Oct-21,59,39,random_103,,yes,,,Ward 61,unk11,unknown_1,642,410,138,94
986880185,16-Oct-21,23,16,random_104,,apartments,,,Ward 61,unk11,unknown_1,1099,395,320,384
986880185,16-Oct-21,37,11,random_105,,yes,,,Ward 61,unk22,unknown_2,773,323,31,419
986880185,16-Oct-21,18,42,random_106,,yes,,,Ward 61,unk2,unknown_2,938,240,288,410
986880185,16-Oct-21,33,50,random_107,,yes,,,Ward 61,unk2,unknown_2,942,457,51,434
986880185,16-Oct-21,90,42,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,914,500,304,110
986880185,16-Oct-21,25,4,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,495,249,153,93
986880185,16-Oct-21,10,40,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,195,84,86,25
986880185,16-Oct-21,31,7,random_108,,yes,,,Ward 61,unk11,unknown_1,958,268,446,244
986880185,16-Oct-21,97,10,random_109,,yes,,,Ward 61,unk11,unknown_1,814,94,376,344
986880185,16-Oct-21,19,21,random_110,,apartments,,,Ward 61,unk11,unknown_1,485,211,129,145
986880185,16-Oct-21,49,27,random_111,,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,825,58,468,299
986880185,16-Oct-21,31,45,random_112,,apartments,,,Ward 61,unk11,unknown_1,545,364,117,64
986880185,16-Oct-21,21,46,random_113,,yes,,,Ward 61,Behram Baug,Behram Baug,1005,452,77,476
986880185,16-Oct-21,20,8,random_114,,yes,,,Ward 61,unk11,unknown_1,512,25,183,304
986880185,16-Oct-21,3,32,random_115,,yes,,,Ward 61,Behram Baug,Behram Baug,785,380,14,391
986880185,16-Oct-21,2,28,Oshiwara Police Station,,yes,,,Ward 61,GREEN PARK,Heera Panna,1176,463,403,310
986880185,16-Oct-21,88,17,City International School,,school,,,Ward 61,JBCN SCHOOL LANE1,Serenity,567,5,408,154
986880185,16-Oct-21,71,38,Reliable Business Centre,,commercial,,,Ward 61,JBCN SCHOOL LANE1,Serenity,1230,416,392,422
986880185,16-Oct-21,81,47,random_116,,apartments,,,Ward 61,unk2,unknown_2,981,263,230,488
986880185,17-Oct-21,20,35,"Transit Camp, Behram Baug",,commercial,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,742,231,394,117
986880185,17-Oct-21,0,21,random_5,,yes,,,Ward 61,GREEN PARK,Heera Panna,1020,383,334,303
986880185,17-Oct-21,31,20,Heera Panna,,commercial,,,Ward 61,GREEN PARK,Heera Panna,268,177,36,55
986880185,17-Oct-21,87,27,Park Paradise,,yes,,,Ward 61,Walawalkar1,Walawalkar,760,66,436,258
986880185,17-Oct-21,79,5,Park View,,yes,,,Ward 61,Walawalkar1,Walawalkar,1011,438,126,447
986880185,17-Oct-21,97,38,random_4,,residential,,,Ward 61,unk11,unknown_1,781,26,347,408
986880185,17-Oct-21,87,11,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,1177,328,496,353
986880185,17-Oct-21,54,33,random_2,,apartments,,,Ward 61,JBCN SCHOOL LANE1,Serenity,756,302,281,173
986880185,17-Oct-21,94,27,random_1,,residential,,,Ward 61,unk1,unknown_4,950,491,111,348
986880185,17-Oct-21,1,40,random_3,,residential,,,Ward 61,unk11,unknown_1,394,123,202,69
986880185,17-Oct-21,19,13,random_6,,residential,,,Ward 61,JBCN SCHOOL LANE1,Serenity,1417,484,467,466
986880185,17-Oct-21,73,44,random_7,,residential,,,Ward 61,unk11,unknown_1,382,325,20,37
986880185,17-Oct-21,26,5,random_8,,residential,,,Ward 61,unk11,unknown_1,288,142,100,46
986880185,17-Oct-21,80,41,random_9,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,412,11,340,61
986880185,17-Oct-21,94,20,random_11,,residential,,,Ward 61,unk11,unknown_1,706,13,319,374
986880185,17-Oct-21,99,36,Evershine Greens,,apartments,,,Ward 61,unk1,unknown_4,989,311,305,373
986880185,17-Oct-21,94,3,random_10,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,294,0,247,47
986880185,17-Oct-21,41,2,random_13,,residential,,,Ward 61,unk11,unknown_1,529,151,362,16
986880185,17-Oct-21,89,14,random_12,,residential,,,Ward 61,unk1,unknown_4,948,472,4,472
986880185,17-Oct-21,33,45,random_14,,residential,,,Ward 61,unk11,unknown_1,261,72,149,40
986880185,17-Oct-21,37,34,random_15,,residential,,,Ward 61,unk11,unknown_1,886,46,483,357
986880185,17-Oct-21,36,7,random_16,,residential,,,Ward 61,unk11,unknown_1,453,131,213,109
986880185,17-Oct-21,48,30,random_17,,residential,,,Ward 61,unk11,unknown_1,912,423,206,283
986880185,17-Oct-21,28,15,random_18,,residential,,,Ward 61,unk11,unknown_1,561,72,299,190
986880185,17-Oct-21,89,36,random_19,Off New Link Road,yes,,,Ward 61,ANAND NAGAR1,ANAND NAGAR,1261,488,286,487
986880185,17-Oct-21,22,46,Raigad Military School,,school,,,Ward 61,unk1,unknown_4,445,313,11,121
986880185,17-Oct-21,81,21,random_20,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,1224,464,486,274
986880185,17-Oct-21,95,48,random_21,,residential,,,Ward 61,JBCN SCHOOL LANE2,Serenity,471,4,36,431
986880185,17-Oct-21,85,7,Samruddhi CHS,Oshiwara Link Road,residential,,,Ward 61,Walawalkar1,Walawalkar,648,96,325,227
986880185,17-Oct-21,90,17,Oshiwara Basera,,residential,,,Ward 61,Walawalkar1,Walawalkar,982,115,432,435
986880185,17-Oct-21,91,8,East Side Apartments,,apartments,,,Ward 61,Walawalkar1,Walawalkar,496,321,135,40
986880185,17-Oct-21,49,37,Anand Vihar,,residential,,,Ward 61,Walawalkar1,Walawalkar,588,415,128,45
986880185,17-Oct-21,90,16,Meera C.H.S.,"Link Road Extension, Oshiwara, Andheri West",residential,,,Ward 61,MEGA MALL 1,unknown_3,621,274,179,168
986880185,17-Oct-21,13,9,random_22,,yes,,,Ward 61,Techweb centre,Tarapore Garden,258,25,147,86
986880185,17-Oct-21,68,18,random_23,,yes,,,Ward 61,Techweb centre,Tarapore Garden,792,282,469,41
986880185,17-Oct-21,34,14,random_24,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,521,25,313,183
986880185,17-Oct-21,79,49,random_25,,yes,,,Ward 61,Walawalkar2,Walawalkar,1065,487,175,403
986880185,17-Oct-21,50,50,Sanskar,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,649,239,409,1
986880185,17-Oct-21,48,47,random_26,,yes,,,Ward 61, Evershine Green,maheshwari chowk,1231,407,411,413
986880185,17-Oct-21,73,39,Tarapore Towers,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,820,191,443,186
986880185,17-Oct-21,66,43,random_27,,yes,,,Ward 61,MEGA MALL 1,unknown_3,930,301,282,347
986880185,17-Oct-21,13,18,random_28,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,686,153,65,468
986880185,17-Oct-21,43,4,random_29,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,1028,477,289,262
986880185,17-Oct-21,28,36,random_30,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1121,383,423,315
986880185,17-Oct-21,58,5,random_31,,yes,,,Ward 61,Walawalkar2,Walawalkar,415,19,305,91
986880185,17-Oct-21,18,16,random_32,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,914,238,458,218
986880185,17-Oct-21,74,28,random_33,,yes,,,Ward 61,MEGA MALL 1,unknown_3,730,393,178,159
986880185,17-Oct-21,24,50,random_34,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,419,158,43,218
986880185,17-Oct-21,40,50,random_35,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1027,350,360,317
986880185,17-Oct-21,95,17,random_36,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,724,454,270,0
986880185,17-Oct-21,90,18,random_37,,yes,,,Ward 61,Walawalkar1,Walawalkar,819,292,498,29
986880185,17-Oct-21,88,40,random_38,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,619,129,143,347
986880185,17-Oct-21,32,17,Sargam,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,950,160,320,470
986880185,17-Oct-21,41,29,random_39,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,1049,317,275,457
986880185,17-Oct-21,92,35,Marigold Apartments,Off New Link Road,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,967,168,396,403
986880185,17-Oct-21,25,12,random_40,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,543,449,84,10
986880185,17-Oct-21,68,10,Link Way,,yes,,,Ward 61,Walawalkar2,Walawalkar,1127,455,237,435
986880185,17-Oct-21,48,49,random_41,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,694,483,202,9
986880185,17-Oct-21,34,38,random_42,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,552,19,479,54
986880185,17-Oct-21,66,39,random_43,,yes,,,Ward 61,MEGA MALL 1,unknown_3,1118,352,488,278
986880185,17-Oct-21,88,45,random_44,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,278,31,77,170
986880185,17-Oct-21,45,41,random_45,,apartments,,,Ward 61,Milliennium Court,maheshwari chowk,921,365,351,205
986880185,17-Oct-21,25,14,random_46,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,542,202,275,65
986880185,17-Oct-21,12,16,random_47,,apartments,,,Ward 61,MEGA MALL 1,unknown_3,1010,286,231,493
986880185,17-Oct-21,12,40,random_48,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,1146,343,418,385
986880185,17-Oct-21,15,22,random_49,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,363,102,162,99
986880185,17-Oct-21,44,44,random_50,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,409,30,53,326
986880185,17-Oct-21,57,7,random_51,,yes,,,Ward 61,Walawalkar2,Walawalkar,720,236,166,318
986880185,17-Oct-21,26,35,random_52,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,977,480,126,371
986880185,17-Oct-21,20,46,random_53,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,706,290,410,6
986880185,17-Oct-21,61,9,random_54,,apartments,,,Ward 61,MEGA MALL 2,unknown_3,837,425,307,105
986880185,17-Oct-21,60,48,Utsav,,apartments,,,Ward 61, Evershine Green,maheshwari chowk,658,344,22,292
986880185,17-Oct-21,31,22,random_55,,apartments,,,Ward 61,Daimond /Pearl,Tarapore Towers,720,141,102,477
